Fin,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts,race_name,date,year,track,laps,track_len,caution_cnt,caution_laps,race_dur,avg_speed,pole_speed,margin,lead_changes,PPts
30,19,29,   Scott Wimmer ,Holiday Inn   (Richard Childress),Chevrolet,81,"55,600",running,0,73,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
31,37,77,   Kertus Davis ,Dollar General   (Kevin Harvick),Chevrolet,81,"43,260",running,0,70,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
32,6,33,   Ron Fellows ,Camping World   (Kevin Harvick),Chevrolet,81,"43,225",running,0,67,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
33,33,0,   J.R. Fitzpatrick ,Home Hardware   (Johnny Davis),Chevrolet,81,"41,390",running,0,64,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
34,43,98,   Alex Garcia ,Dixien / OmniSource   (Alex Garcia),Chevrolet,80,"41,155",running,0,61,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
35,2,22,   Carlos Contreras ,Family Dollar   (Armando Fitz),Dodge,72,"43,125",running,1,63,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
36,21,25,   David Gilliland ,freecreditreport.com   (Ed Rensi),Ford,67,"43,090",crash,0,55,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
37,15,1,   J.J. Yeley ,Miccosukee Resorts   (James Finch),Chevrolet,67,"41,055",engine,0,52,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
38,14,18,   Brad Coleman ,Carino's Italian Grill   (Joe Gibbs),Chevrolet,60,"42,995",transmission,0,49,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
39,42,46,   John Young ,BodiPro   (John Young),Ford,32,"40,945",brakes,0,46,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
40,36,30,   Stanton Barrett ,TheRaceSpace.com   (Stanton Barrett),Chevrolet,29,"40,860",handling,0,43,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
41,24,44,   Ruben Pardo ,Family Dollar   (Armando Fitz),Dodge,7,"40,775",handling,0,0,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
42,40,68,   Antonio Perez ,Telmex   (Tom Eriksen),Dodge,2,"40,705",transmission,0,0,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
43,41,23,   Brad Keselowski ,Oklahoma Centennial   (Keith Coleman),Chevrolet,1,"40,580",engine,0,34,2007_Telcel-Motorola_Mexico_200,2007-03-04,2007,Autodromo Hermanos Rodriguez,80,2.518,8,14,2.754166666666667,74.969,103.647,0.75,12,
1,6,29,   Jeff Burton ,Holiday Inn   (Richard Childress),Chevrolet,200,"98,250",running,37,190,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
2,20,5,   Kyle Busch ,Delphi   (Rick Hendrick),Chevrolet,200,"63,950",running,81,180,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
3,17,33,   Tony Stewart ,Old Spice   (Kevin Harvick),Chevrolet,200,"55,925",running,4,170,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
4,4,12,   Kurt Busch ,Penske Truck Rental   (Roger Penske),Dodge,200,"36,875",running,42,165,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
5,2,22,   David Stremme ,Supercuts   (Armando Fitz),Dodge,200,"33,325",running,0,155,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
6,19,60,   Carl Edwards ,Dish Network   (Jack Roush),Ford,200,"38,950",running,5,155,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
7,1,21,   Kevin Harvick ,AutoZone   (Richard Childress),Chevrolet,200,"39,050",running,19,151,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
8,30,77,   Bobby Labonte ,Dollar General   (Kevin Harvick),Chevrolet,200,"28,300",running,0,142,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
9,37,88,   Shane Huffman ,U.S. Navy   (JR Motorsports),Chevrolet,200,"34,560",running,0,138,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
10,14,59,   Marcos Ambrose ,Kingsford / Bush's Baked Beans   (Tad Geschickter),Ford,200,"35,875",running,1,139,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
11,32,47,   Jon Wood ,Clorox / American Red Cross   (Tad Geschickter),Ford,200,"38,645",running,0,130,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
12,16,20,   Denny Hamlin ,Rockwell Automation   (Joe Gibbs),Chevrolet,200,"31,050",running,0,127,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
13,33,7,   Mike Wallace ,GEICO   (James Finch),Chevrolet,200,"36,900",running,1,129,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
14,22,35,"   Bobby Hamilton, Jr. ",McDonald's   (Gary Weisbaum),Ford,200,"26,490",running,0,121,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
15,29,27,   Ward Burton ,Scott Extra Soft / Smith's   (Clarence Brewer),Ford,200,"27,005",running,0,118,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
16,24,87,   Joe Nemechek ,brunton vineyards   (Joe Nemechek),Chevrolet,198,"24,520",running,0,115,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
17,12,66,   Steve Wallace ,WizeTrade   (Rusty Wallace),Dodge,198,"25,835",running,0,112,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
18,23,90,   Stephen Leicht ,CitiFinancial   (Yates Racing),Ford,198,"34,225",running,0,109,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
19,36,1,   J.J. Yeley ,Miccosukee Resorts   (James Finch),Chevrolet,198,"23,990",running,6,111,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
20,35,42,   Juan Pablo Montoya ,Texaco / Havoline   (Chip Ganassi),Dodge,196,"29,955",running,0,103,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
21,38,34,   Jay Sauter ,DealTaker.com   (Frank Cicci),Chevrolet,196,"32,895",running,0,100,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
22,43,70,   Justin Diercks ,ForeTravel / BIOMET   (Mary Louise Miller),Chevrolet,196,"25,235",running,0,97,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
23,34,28,   Jeff Green ,DaytonaBrands.com   (Jay Robinson),Chevrolet,195,"23,475",running,0,94,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
24,41,6,   David Ragan ,Discount Tire   (Jack Roush),Ford,195,"24,990",running,0,91,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
25,9,10,   Dave Blaney ,Camping World   (Todd Braun),Toyota,194,"23,305",running,0,88,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
26,42,0,   Eric McClure ,Hefty / RaceGirl   (Johnny Davis),Chevrolet,194,"24,745",running,0,85,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
27,39,14,   Kyle Krisiloff ,Clabber Girl   (Carl Haas),Ford,192,"24,610",running,0,82,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
28,10,9,   Kasey Kahne ,Wisk   (Ray Evernham),Dodge,189,"27,965",crash,1,84,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
29,15,37,   Jamie McMurray ,Yard-Man   (Clarence Brewer),Ford,189,"22,340",crash,0,76,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
30,3,41,   Reed Sorenson ,Wrigley's Juicy Fruit   (Chip Ganassi),Dodge,189,"22,680",crash,0,73,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
31,25,99,   David Reutimann ,Aaron's Dream Machine   (Michael Waltrip),Toyota,180,"30,645",running,0,70,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
32,26,25,   David Gilliland ,freecreditreport.com   (Ed Rensi),Ford,175,"24,010",running,0,67,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
33,18,4,   Regan Smith ,Ginn Resorts   (Bobby Ginn),Chevrolet,172,"30,425",crash,2,69,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
34,31,23,   Brad Keselowski ,Oklahoma Centennial   (Keith Coleman),Chevrolet,171,"23,790",running,0,61,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
35,27,18,   Brad Coleman ,Z-Line Designs   (Joe Gibbs),Chevrolet,147,"23,680",running,0,58,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
36,13,15,   Paul Menard ,"Menards / Johns Manville   (Dale Earnhardt, Inc.)",Chevrolet,132,"28,170",crash,0,55,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
37,28,38,   Jason Leffler ,Great Clips   (Todd Braun),Toyota,123,"30,135",crash,0,52,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
38,11,16,   Greg Biffle ,3M   (Jack Roush),Ford,116,"27,075",crash,0,49,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
39,21,36,   Brent Sherman ,BIG LOTS   (John McGill),Chevrolet,63,"23,540",crash,1,51,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
40,7,17,   Matt Kenseth ,Arby's   (Jack Roush),Ford,12,"27,005",crash,0,43,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
41,5,2,   Clint Bowyer ,BB&T   (Richard Childress),Chevrolet,12,"21,445",crash,0,40,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
42,8,24,   Casey Mears ,National Guard / 41st Infantry   (Rick Hendrick),Chevrolet,12,"21,400",crash,0,37,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
43,40,85,   Brett Rowe ,Dollhouse Fashion Gallery   (Dan Kinney),Chevrolet,3,"23,358",crash,0,0,2007_Sam's_Town_300,2007-03-10,2007,Las Vegas Motor Speedway,200,1.5,12,58,2.87,104.53,181.111,0.101,23,
1,8,29,   Jeff Burton ,Holiday Inn   (Richard Childress),Chevrolet,195,"56,425",running,29,190,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
2,12,21,   Kevin Harvick ,AutoZone   (Richard Childress),Chevrolet,195,"42,800",running,0,170,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
3,1,5,   Kyle Busch ,Garden Safe / SW & BG Conservation Fund   (Rick Hendrick),Chevrolet,195,"31,400",running,143,175,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
4,3,60,   Carl Edwards ,Scotts   (Jack Roush),Ford,195,"31,050",running,0,160,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
5,9,24,   Casey Mears ,National Guard   (Rick Hendrick),Chevrolet,195,"21,575",running,0,155,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
6,21,2,   Clint Bowyer ,BB&T   (Richard Childress),Chevrolet,195,"19,350",running,0,150,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
7,2,9,   Kasey Kahne ,Ragu   (Ray Evernham),Dodge,195,"24,760",running,6,151,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
8,10,42,   Juan Pablo Montoya ,Texaco / Havoline   (Chip Ganassi),Dodge,195,"26,720",running,0,142,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
9,6,17,   Matt Kenseth ,Arby's   (Jack Roush),Ford,195,"23,300",running,8,143,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
10,4,20,   Tony Stewart ,Goody's Cool Orange   (Joe Gibbs),Chevrolet,195,"24,500",running,0,134,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
11,7,22,   David Stremme ,Supercuts   (Armando Fitz),Dodge,195,"16,550",running,0,130,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
12,24,55,   Robby Gordon ,Verizon Wireless   (Robby Gordon),Ford,195,"18,175",running,0,127,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
13,15,99,   David Reutimann ,Aaron's Dream Machine   (Michael Waltrip),Toyota,195,"30,990",running,0,124,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
14,25,26,   Jamie McMurray ,Dish Network   (Jack Roush),Ford,195,"14,825",running,5,126,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
15,5,12,"   Sam Hornish, Jr. ",Penske Truck Rental   (Roger Penske),Dodge,195,"15,775",running,0,118,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
16,16,10,   Dave Blaney ,ABF U-Pack Moving   (Todd Braun),Toyota,195,"15,750",running,1,120,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
17,40,7,   Mike Wallace ,GEICO   (James Finch),Chevrolet,195,"29,520",running,1,117,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
18,26,15,   Paul Menard ,"Menards / Quaker State   (Dale Earnhardt, Inc.)",Chevrolet,194,"23,620",running,0,109,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
19,29,88,   Shane Huffman ,U.S. Navy   (JR Motorsports),Chevrolet,194,"16,325",running,0,106,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
20,18,6,   David Ragan ,Discount Tire   (Jack Roush),Ford,194,"17,000",running,0,103,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
21,32,27,   Ward Burton ,Scott Extra Soft / Kroger   (Clarence Brewer),Ford,194,"16,350",running,0,100,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
22,20,1,   J.J. Yeley ,Miccosukee Resorts   (James Finch),Chevrolet,194,"14,375",running,0,97,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
23,37,4,   Regan Smith ,Ginn Resorts   (Bobby Ginn),Chevrolet,194,"20,595",running,2,99,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
24,34,35,"   Bobby Hamilton, Jr. ",McDonald's McGriddles   (Gary Weisbaum),Ford,194,"15,925",running,0,91,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
25,33,23,   Brad Keselowski ,Oklahoma Centennial   (Keith Coleman),Chevrolet,193,"16,025",running,0,88,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
26,35,36,   Brent Sherman ,BIG LOTS   (John McGill),Chevrolet,193,"15,825",running,0,85,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
27,38,18,   Aric Almirola ,Slim Jim   (Joe Gibbs),Chevrolet,192,"15,775",running,0,82,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
28,28,59,   Marcos Ambrose ,Kingsford   (Tad Geschickter),Ford,192,"15,725",running,0,79,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
29,13,90,   Stephen Leicht ,CitiFinancial   (Yates Racing),Ford,191,"20,895",running,0,76,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
30,41,28,   Johnny Sauter ,Checkers   (Jay Robinson),Chevrolet,190,"19,295",running,0,73,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
31,19,25,   David Gilliland ,freecreditreport.com   (Ed Rensi),Ford,189,"15,570",running,0,70,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
32,43,71,   Ron Young ,Wyco Plumbing   (Jerry Young),Chevrolet,189,"15,535",running,0,67,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
33,14,16,   Todd Kluever ,3M   (Jack Roush),Ford,164,"26,220",crash,0,64,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
34,36,33,   Tony Raines ,RoadLoans.com   (Kevin Harvick),Chevrolet,152,"18,965",crash,0,61,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
35,22,66,   Steve Wallace ,HomeLife Communities   (Rusty Wallace),Dodge,139,"15,435",crash,0,58,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
36,11,47,   Jon Wood ,Armor All   (Tad Geschickter),Ford,139,"20,620",crash,0,55,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
37,42,0,   Eric McClure ,Hefty / RaceGirl   (Johnny Davis),Chevrolet,107,"15,365",rear end,0,52,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
38,31,14,   Kyle Krisiloff ,Clabber Girl   (Carl Haas),Ford,80,"15,310",crash,0,49,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
39,30,41,   Reed Sorenson ,Wrigley's Juicy Fruit   (Chip Ganassi),Dodge,63,"13,260",crash,0,46,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
40,39,37,   Greg Biffle ,Cub Cadet   (Clarence Brewer),Ford,63,"13,200",engine,0,43,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
41,27,38,   Jason Leffler ,Great Clips   (Todd Braun),Toyota,62,"20,360",crash,0,40,2007_Nicorette_300,2007-03-17,2007,Atlanta Motor Speedway,195,1.54,6,38,2.3608333333333333,127.201,191.08,1.064,13,
